ID,Japanese,English,Chinese,EnglishCensored,Korean,German
681,"","Key Item 81","貴重品81","","소중한 것 81","Schlüsselitem 81"
682,"","Key Item 82","貴重品82","","소중한 것 82","Schlüsselitem 82"
683,"","Key Item 83","貴重品83","","소중한 것 83","Schlüsselitem 83"
684,"","Key Item 84","貴重品84","","소중한 것 84","Schlüsselitem 84"
685,"","Key Item 85","貴重品85","","소중한 것 85","Schlüsselitem 85"
686,"","Key Item 86","貴重品86","","소중한 것 86","Schlüsselitem 86"
687,"","Key Item 87","貴重品87","","소중한 것 87","Schlüsselitem 87"
688,"","Key Item 88","貴重品88","","소중한 것 88","Schlüsselitem 88"
689,"","Key Item 89","貴重品89","","소중한 것 89","Schlüsselitem 89"
690,"","Key Item 90","貴重品90","","소중한 것 90","Schlüsselitem 90"
691,"","Key Item 91","貴重品91","","소중한 것 91","Schlüsselitem 91"
692,"","Key Item 92","貴重品92","","소중한 것 92","Schlüsselitem 92"
693,"","Key Item 93","貴重品93","","소중한 것 93","Schlüsselitem 93"
694,"","Key Item 94","貴重品94","","소중한 것 94","Schlüsselitem 94"
695,"","Key Item 95","貴重品95","","소중한 것 95","Schlüsselitem 95"
696,"","Key Item 96","貴重品96","","소중한 것 96","Schlüsselitem 96"
697,"","Key Item 97","貴重品97","","소중한 것 97","Schlüsselitem 97"
698,"","Key Item 98","貴重品98","","소중한 것 98","Schlüsselitem 98"
699,"","Key Item 99","貴重品99","","소중한 것 99","Schlüsselitem 99"
700,"","Avatar Part","化身用的零件","","아바타 파츠","Avatarteil"
701,"","Farm Expansion Plugin","島嶼擴張外掛","","팜 확장 플러그인","Farmerweiterungs-Plugin"
702,"","Bank Expansion Drive","銀行擴張驅動程式","","뱅크 확장 드라이브","Bankerweiterungs-Laufwerk"
703,"","Farm Development Kit","農場島開發套件","","팜 개발 키트","Farmentwicklungs-Kit"
800,"","","","","",""
801,"","Cyber Sleuth Garb ","電腦偵探私人服裝","","전뇌 탐정의 사복","Cyber-Detektiv-Klei. "
802,"","Hudie Coat","hudie的外套","","후디에 코트","Hudie-Jacke"
803,"","Inoden School Attire","井之電學生制服","","이노덴 교복","Inoden-Schulkleidung"
804,"","Hudie T-shirt (White)","hudieT-Shirt（白）","","후디에 티셔츠(백)","Hudie-T-Shirt (weiß)"
805,"","Hudie T-shirt (Blue)","hudieT-Shirt（藍）","","후디에 티셔츠(청)","Hudie-T-Shirt (blau)"
806,"","Cyber Sleuth T-Shirt (M)","網路偵探T-Shirt（男）","","전뇌탐정 티셔츠(남)","Cyber-Detektiv-Shirt (M)"
807,"","Cyber Sleuth T-Shirt (F)","網路偵探T-Shirt（女）","","전뇌탐정 티셔츠(녀)","Cyber-Detektiv-Shirt (W)"
808,"","Nokia T-shirt","諾奇雅T-Shirt","","노키아 티셔츠","Nokia-T-Shirt"
809,"","Jimiken T-shirt","吉米肯T-Shirt","","지미켄 티셔츠","Jimiken-T-Shirt"
810,"","Net Cafe T-shirt","網路咖啡廳T-Shirt","","인터넷 카페 티셔츠","Internetcafé-T-Shirt"
811,"","Agumon T-shirt","亞古獸T-Shirt","","아구몬 티셔츠","Agumon-T-Shirt"
812,"","Gabumon T-shirt","加布獸T-Shirt","","파피몬 티셔츠","Gabumon-T-Shirt"
813,"","Gomamon T-shirt","哥瑪獸T-Shirt","","쉬라몬 티셔츠","Gomamon-T-Shirt"
814,"","Gatomon T-shirt","迪路獸T-Shirt","","가트몬 티셔츠","Gatomon-T-Shirt"
815,"","Tentomon T-shirt","甲蟲獸T-Shirt","","텐토몬 티셔츠","Tentomon-T-Shirt"
816,"","Patamon T-shirt","巴達獸T-Shirt","","파닥몬 티셔츠","Patamon-T-Shirt"
817,"","Palmon T-shirt","巴魯獸T-Shirt","","팔몬 티셔츠","Palmon-T-Shirt"
818,"","Biyomon T-shirt","比丘獸T-Shirt","","피요몬 티셔츠","Biyomon-T-Shirt"
819,"","Tribal Tee (White)","部落T-Shirt（純白）","","트라이벌 티셔츠(순백)","Tribal-Shirt (weiß)"
820,"","Tribal Tee (Black)","部落T-Shirt（漆黑）","","트라이벌 티셔츠(칠흑)","Tribal-Shirt (schw.)"
821,"","Twin Skills T-Shirt","雙重骷髏T-Shirt","","트윈 스컬 티셔츠","Doppelschädel-Shirt"
822,"","Lost Skull T-Shirt","失落骷髏T-Shirt","","로스트 스컬 티셔츠","Verlorener-Schädel-Shirt"
823,"","Framed Skull T-Shirt","火焰骷髏T-Shirt","","프레임 스컬 티셔츠","Gerahmter-Schädel-Shirt"
824,"","Game Life T-Shirt","遊戲人生T-Shirt","","게임 라이프 티셔츠","Gamer-Life-Shirt"
825,"","Lively T-Shirt","舒爽T-Shirt","","둥실둥실 티셔츠","Lebhaftes T-Shirt"
826,"","Kowloon T-shirt","KowloonT-Shirt","","쿠롱 티셔츠","Kowloon-T-Shirt"
827,"","U. Kowloon T-shirt","Under KowloonT-Shirt","","언더 쿠롱 티셔츠","U.-Kowloon-T-Shirt"
828,"","Basketball T-Shirt","籃球T-Shirt","","농구 티셔츠","Basketballtrikot"
829,"","Football T-Shirt","美式足球T-Shirt","","미식 축구 티셔츠","Fußballtrikot"
830,"","Japan Tee (Blossoms)","日式T-Shirt（夜櫻）","","일본 느낌 티셔츠(밤벚꽃)","Japan-Shirt (Blüten)"
831,"","Japan Tee (Animals)","日式T-Shirt（鯉魚與龍）","","일본 느낌 티셔츠(잉어와 용)","Japan-Shirt (Tiere)"
832,"","Zaxon T-shirt","ZaxonT-Shirt","","잭슨 티셔츠","Zaxon-T-Shirt"
833,"","Demons T-shirt","惡魔亂舞T-Shirt","","데몬즈 티셔츠","Demons-T-Shirt"
834,"","Steam D. T-shirt","蒸氣T-Shirt","","스팀 티셔츠","Steam-D.-T-Shirt"
835,"","Black S. T-shirt","黑銀T-Shirt","","흑은 티셔츠","Black-S.-T-Shirt"
836,"","Akiba F. T-shirt","格紋T-Shirt","","플란넬 티셔츠","Akiba-F.-T-Shirt"
837,"","Masked M. T-shirt","假面T-Shirt","","마스크 메이드 티셔츠","Masked-M.-T-Shirt"
838,"","Nakano S. T-shirt","條紋T-Shirt","","스트라이프 티셔츠","Nakano-S.-T-Shirt"
839,"","V. Uchida Costume","V內田制服","","V우치다 코스튬","V.-Uchida-Kostüm"
840,"","Beelzemon Emblem T-shirt","墮天地獄獸紋章","","베르제브몬 엠블럼","T-Shirt „Beelzemon-Logo“"
841,"","15th Anniversary T-Shirt","15週年T-Shirt","","15주년 기념 티셔츠","T-Shirt (15. Jubiläum)"
842,"","20th Anniversary T-Shirt","20週年T-Shirt","","20주년 기념 티셔츠","T-Shirt (20. Jubiläum)"
843,"","Summer Camp T-shirt","SUMMER CAMP","","SUMMER CAMP","T-Shirt „Summer Camp“"
844,"","Summer Camp (p) T-shirt","SUMMER CAMP（P）","","SUMMER CAMP(P)","T-Shirt „Summer Camp“ (P)"
845,"","Summer Lesson T-Shirt","夏日課程 T-Shirt","","서머 레슨 티셔츠","Summer-Lesson-Shirt"
846,"","Takumi Aiba","","","",""
847,"","Ami Aiba","","","",""
848,"","","","","",""
849,"","","","","",""
850,"","","","","",""
851,"","","","","",""
852,"","","","","",""
853,"","","","","",""
854,"","","","","",""
855,"","","","","",""
856,"","","","","",""
857,"","","","","",""
858,"","","","","",""
859,"","","","","",""
860,"","","","","",""
861,"","","","","",""
862,"","","","","",""
863,"","","","","",""
864,"","","","","",""
865,"","","","","",""
866,"","","","","",""
867,"","","","","",""
868,"","","","","",""
869,"","","","","",""
870,"","","","","",""
871,"","","","","",""
872,"","","","","",""
873,"","","","","",""
874,"","","","","",""
875,"","","","","",""
876,"","","","","",""
877,"","","","","",""
878,"","","","","",""
879,"","","","","",""
880,"","","","","",""
881,"","","","","",""
882,"","","","","",""
883,"","","","","",""
884,"","","","","",""
885,"","","","","",""
886,"","","","","",""
887,"","","","","",""
888,"","","","","",""
889,"","","","","",""
890,"","","","","",""
891,"","","","","",""
892,"","","","","",""
893,"","","","","",""
894,"","","","","",""
895,"","","","","",""
896,"","","","","",""
897,"","","","","",""
898,"","","","","",""
899,"","","","","",""
889876901,"","Hudie Memory #2","hudie的記憶②","","후디에의 기억②","Hudie-Erinnerung 2"
877902,"","Hudie Memory #3","hudie的記憶③","","후디에의 기억③","Hudie-Erinnerung 3"
878903,"","Hudie Memory #5","hudie的記憶⑤","","후디에의 기억⑤","Hudie-Erinnerung 5"
879904,"","Hudie Memory #1","hudie的記憶①","","후디에의 기억①","Hudie-Erinnerung 1"
880905,"","Hudie Memory #4","hudie的記憶④","","후디에의 기억④","Hudie-Erinnerung 4"
881906,"","Ryuji Memory #1","龍司的記憶①","","류지의 기억①","Ryujis Erinnerung 1"
882907,"","Ryuji Memory #2","龍司的記憶②","","류지의 기억②","Ryujis Erinnerung 2"
883908,"","Chitose Memory","千歲的記憶","","치토세의 기억","Chitoses Erinnerung"
884909,"","Yu Memory #1","優的記憶①","","유우의 기억①","Yus Erinnerung 1"
885910,"","Yu Memory #2","優的記憶②","","유우의 기억②","Yus Erinnerung 2"
886911,"","Yu Memory #3","優的記憶③","","유우의 기억③","Yus Erinnerung 3"
887912,"","Jude Memory","Jude的記憶","","쥬드의 기억","Gamma-Erinnerung"
888913,"","Suedou Memory","末堂的記憶","","스에도의 기억","Suedous Erinnerung"
889914,"","Fei Memory","菲的日記","","페이의 일기","Feis Erinnerung"
915,"","Yuuko Memory","悠子的日記","","유코의 일기","Yuukos Erinnerung"
916,"","Sleuth Memory","某位偵探助手的日記","","어떤 탐정 조수의 일기","Detektiv-Erinnerung"
917,"","Ryota Memory","良太的記憶","","료타의 기억","Ryotas Erinnerung"
918,"","Gallantmon Memory","紅蓮騎士獸的記憶","","듀크몬의 기억","Gallantmons Erinner."
919,"","Someone's Memory","某人的記憶","","누군가의 기억","Jemandes Erinnerung"
920,"","E. Humming Bird Full","霎那蜂鳥full","","애달픈 허밍 버드full","K. Kolibri (ganz)"
921,"","Happy Hacker Memory #1","幸福駭客的紀錄①","","행복한 해커의 기록①","Hacker-Erinnerung 1"
922,"","Happy Hacker Memory #2","幸福駭客的紀錄②","","행복한 해커의 기록②","Hacker-Erinnerung 2"
923,"","Happy Hacker Memory #3","幸福駭客的紀錄③","","행복한 해커의 기록③","Hacker-Erinnerung 3"
924,"","Happy Hacker Memory #4","幸福駭客的紀錄④","","행복한 해커의 기록④","Hacker-Erinnerung 4"
925,"","Happy Hacker Memory #5","幸福駭客的紀錄⑤","","행복한 해커의 기록⑤","Hacker-Erinnerung 5"
926,"","Happy Hacker Memory #6","幸福駭客的紀錄⑥","","행복한 해커의 기록⑥","Hacker-Erinnerung 6"
927,"","Happy Hacker Memory #7","幸福駭客的紀錄⑦","","행복한 해커의 기록⑦","Hacker-Erinnerung 7"
928,"","Happy Hacker Memory #8","幸福駭客的紀錄⑧","","행복한 해커의 기록⑧","Hacker-Erinnerung 8"
929,"","Happy Hacker Memory #9","幸福駭客的紀錄⑨","","행복한 해커의 기록⑨","Hacker-Erinnerung 9"
930,"","[p] Memoir #1"," [p]的回憶錄①","","[p]의 회상록①","[p]: Notizen 1"
931,"","[p] Memoir #2"," [p]的回憶錄②","","[p]의 회상록②","[p]: Notizen 2"
932,"","[p] Memoir #3"," [p]的回憶錄③","","[p]의 회상록③","[p]: Notizen 3"
933,"","[p] Memoir #4"," [p]的回憶錄④","","[p]의 회상록④","[p]: Notizen 4"
934,"","[p] Memoir #5"," [p]的回憶錄⑤","","[p]의 회상록⑤","[p]: Notizen 5"
935,"","[p] Memoir #6"," [p]的回憶錄⑥","","[p]의 회상록⑥","[p]: Notizen 6"
936,"","[p] Memoir #7"," [p]的回憶錄⑦","","[p]의 회상록⑦","[p]: Notizen 7"
1001,"","Armageddemon Medal","滅世魔獸獎牌","","아마게몬 메달","Armageddemon-Med."
1002,"","Icemon Medal","冰石獸獎牌","","아이스몬 메달","Icemon-Medaille"
1003,"","Aquilamon Medal","亞古拉獸獎牌","","아큐라몬 메달","Aquilamon-Medaille"
1004,"","Agunimon Medal","火神獸獎牌","","아그니몬 메달","Agunimon-Medaille"
1005,"","Agumon Medal","亞古獸獎牌","","아구몬 메달","Agumon-Medaille"
1006,"","Agumon (Blk) Medal","亞古獸(黑)獎牌","","아구몬(흑) 메달","Agumon-(schw.)-Med."
1007,"","Agumon Expert Medal","亞古獸博士獎牌","","아구몬 박사 메달","Agumon-Experte-Med."
1008,"","Asuramon Medal","阿修羅獸獎牌","","아수라몬 메달","Asuramon-Medaille"
1009,"","Astamon Medal","阿斯塔獸獎牌","","아스타몬 메달","Astamon-Medaille"
1010,"","A Kabuterimon Medal","超比多獸獎牌","","A캅테리몬 메달","MegaKabuterimon-Med."
1011,"","Anubismon Medal","阿努比斯獸獎牌","","아누비스몬 메달","Anubimon-Medaille"
1012,"","Scorpiomon Medal","亞路加獸獎牌","","스콜피오몬 메달","Scorpiomon-Medaille"
1013,"","Apocalymon Medal","啟示錄獸獎牌","","아포카리몬 메달","Apocalymon-Medaille"
1014,"","Apollomon Medal","阿波羅獸獎牌","","아폴로몬 메달","Apollomon-Medaille"
1015,"","Arcadiamon Medal","阿卡迪獸獎牌","","알카디몬 메달","Arkadimon-Medaille"
1016,"","Arukenimon Medal","亞基利獸獎牌","","아라크네몬 메달","Arukenimon-Medaille"
1017,"","Gargomon Mega Medal","亞爾哥獸究極體獎牌","","아르고몬 궁극체 메달","MegaGargomon-Med."
1018,"","Aldamon Medal","火龍獸獎牌","","아르다몬 메달","Aldamon-Medaille"
1019,"","Alphamon Medal","阿爾法獸獎牌","","알파몬 메달","Alphamon-Medaille"
1020,"","UF Veedramon Medal","究極V龍獸獎牌","","UF브이드라몬 메달","UF-Veedramon-Med."
1021,"","UF Veedramon X Medal","究極V龍獸X抗體獎牌","","UF브이드라몬X 메달","UF-Veedramon-X-Med."
1022,"","Arbormon Medal","聖樹獸獎牌","","알볼몬 메달","Arbormon-Medaille"
1023,"","Armadillomon Medal","穿山獸獎牌","","아르마몬 메달","Armadillomon-Med."
1024,"","Ankylomon Medal","戰甲獸獎牌","","황금아르마몬 메달","Ankylomon-Medaille"
1025,"","Antylamon Medal","玉兔獸獎牌","","안티라몬 메달","Antylamon-Medaille"
1026,"","Andromon Medal","安杜路獸獎牌","","안드로몬 메달","Andromon-Medaille"
1027,"","Ebemon Medal","外星獸獎牌","","이바몬 메달","Ebemon-Medaille"
1028,"","Ninjamon Medal","伊賀獸獎牌","","닌자몬 메달","Ninjamon-Medaille"
1029,"","King Drasil_7D6 Medal","世界樹_7D6獎牌","","위그드라실7D6 메달","König Drasil_7D6-Med."
1030,"","Ikkakumon Medal","海獅獸獎牌","","원뿔몬 메달","Ikkakumon-Medaille"
1031,"","Vilemon Medal","邪魔獸獎牌","","이블몬 메달","Vilemon-Medaille"
1032,"","Meteormon Medal","隕石獸獎牌","","운석몬 메달","Meteormon-Medaille"
1033,"","Indramon Medal","戰馬獸獎牌","","인다라몬 메달","Indramon-Medaille"
1034,"","Infermon Medal","地獄使者獸獎牌","","인펠몬 메달","Infermon-Medaille"
1035,"","Impmon Medal","小妖獸獎牌","","임프몬 메달","Impmon-Medaille"
1036,"","IP Dramon DM Medal","帝皇龍甲獸DM獎牌","","IP드라몬DM 메달","IP-Dramon-DM-Medaille"
1037,"","IP Dramon PM Medal","帝皇龍甲獸PM獎牌","","IP드라몬PM 메달","IP-Dramon-PM-Medaille"
1038,"","IP Dramon FM Medal","帝皇龍甲獸FM獎牌","","IP드라몬FM 메달","IP-Dramon-FM-Medaille"
1039,"","Vikemon Medal","維京毛人獸獎牌","","바이킹몬 메달","Vikemon-Medaille"
1040,"","Vajramon Medal","蠻牛獸獎牌","","바지라몬 메달","Vajramon-Medaille"
1041,"","Valkyrimon Medal","女戰神獸獎牌","","발키리몬 메달","Valkyrimon-Medaille"
1042,"","Myotismon Medal","吸血魔獸獎牌","","묘티스몬 메달","Myotismon-Medaille"
1043,"","Vikaralamon Medal","野豬獸獎牌","","비가라몬 메달","Vikaralamon-Medaille"
1044,"","Wizardmon Medal","巫師獸獎牌","","위자몬 메달","Wizardmon-Medaille"
1045,"","Witchmon Medal","女巫獸獎牌","","위치몬 메달","Witchmon-Medaille"
1046,"","Venusmon Medal","維納斯獸獎牌","","베누스몬 메달","Venusmon-Medaille"
1047,"","V Myotismon Medal","究極吸血魔獸獎牌","","V묘티스몬 메달","VenomMyotismon-Med."
1048,"","Wendigomon Medal","雲迪獸獎牌","","웬디몬 메달","Endigomon-Medaille"
1049,"","WarGreymon Medal","戰鬥暴龍獸獎牌","","워그레이몬 메달","WarGreymon-Medaille"
1050,"","WarGreymon X Medal","戰鬥暴龍獸X抗體獎牌","","워그레이몬X 메달","WarGreymon-X-Med."
1051,"","Lobomon Medal","野狼獸獎牌","","볼프몬 메달","Lobomon-Medaille"
1052,"","Woodmon Medal","朽木獸獎牌","","우드몬 메달","Woodmon-Medaille"
1053,"","Upamon Medal","奧柏獸獎牌","","우파몬 메달","Upamon-Medaille"
1054,"","BurningGreymon Medal","炎龍獸獎牌","","브리트라몬 메달","BurningGreymon-Med."
1055,"","Vulcanusmon Medal","伏爾坎獸獎牌","","불카누스몬 메달","Vulcanusmon-Medaille"
1056,"","Airdramon Medal","飛龍獸獎牌","","에어드라몬 메달","Airdramon-Medaille"
1057,"","AeroVeedramon Medal","飛行V龍獸獎牌","","에어로브이드라몬 메달","AeroVeedramon-Med."
1058,"","Examon Medal","艾克薩獸獎牌","","엑자몬 메달","Examon-Medaille"
1059,"","ExTyrannomon Medal","巨龍獸EX獎牌","","엑스티라노몬 메달","ExTyrannomon-Med."
1060,"","ExVeemon Medal","V仔獸EX獎牌","","엑스브이몬 메달","ExVeemon-Medaille"
1061,"","Etemon Medal","悟空獸獎牌","","에테몬 메달","Etemon-Medaille"
1062,"","Ebidramon Medal","龍蝦獸獎牌","","가재드라몬 메달","Ebidramon-Medaille"
1063,"","EbiBurgamon Medal","鮮蝦漢堡獸獎牌","","에비버거몬 메달","EbiBurgamon-Med."
1064,"","Eldradimon Medal","黃金鄉獸獎牌","","엘도라디몬 메달","Eldoradimon-Medaille"
1065,"","Elecmon Medal","艾力獸獎牌","","에렉몬 메달","Elecmon-Medaille"
1066,"","Angewomon Medal","天女獸獎牌","","엔젤우몬 메달","Angewomon-Medaille"
1067,"","Angemon Medal","天使獸獎牌","","엔젤몬 메달","Angemon-Medaille"
1068,"","A-Kazemon Medal","彩虹獸獎牌","","A이리스몬 메달","A-Kazemon-Medaille"
1069,"","A Garurumon Medal","古代加魯魯獸獎牌","","A가루몬 메달","A-Garurumon-Medaille"
1070,"","A Greymon Medal","古代暴龍獸獎牌","","A그레이몬 메달","A-Greymon-Medaille"
1071,"","A Tankmon Medal","古代斯芬克斯獸獎牌","","A스핑크스몬 메달","A-Spinxmon-Medaille"
1072,"","A-Troymon Medal","古代木馬獸獎牌","","A트로이아몬 메달","A-Troymon-Medaille"
1073,"","A-Beetlemon Medal","古代甲蟲獸獎牌","","A비트몬 메달","A-Beetlemon-Medaille"
1074,"","A Volcanomon Medal","古代火山獸獎牌","","A볼케몬 메달","A-Volcanomon-Med."
1075,"","A Mermaimon Medal","古代人魚獸獎牌","","A머메이몬 메달","A-Mermaidmon-Medaille"
1076,"","A-MegatheriummonMedl","古代大懶獸獎牌","","A메가테리우몬 메달","A-Megatheriummon-Md."
1077,"","A Wisemon Medal","古代賢者獸獎牌","","A와이즈몬 메달","A-Wisemon-Medaille"
1078,"","Ouryumon Medal","王龍獸獎牌","","오류우몬 메달","Owryumon-Medaille"
1079,"","Ogremon Medal","奧加獸獎牌","","우가몬 메달","Ogremon-Medaille"
1080,"","Okuwamon Medal","大古加獸獎牌","","왕쿠가몬 메달","Okuwamon-Medaille"
1081,"","Octomon Medal","八爪魚獸獎牌","","옥토몬 메달","Octomon-Medaille"
1082,"","Ogudomon Medal","奧古杜獸獎牌","","오그도몬 메달","Ogudomon-Medaille"
1083,"","Otamamon Medal","蝌蚪獸獎牌","","올챙몬 메달","Otamamon-Medaille"
1084,"","Ornismon Medal","奧尼斯獸獎牌","","오니스몬 메달","Ornithmon-Medaille"
1085,"","Ophanimon Medal","神聖天女獸獎牌","","오파니몬 메달","Ophanimon-Medaille"
1086,"","Omekamon Medal","奧米卡獸獎牌","","오메카몬 메달","Omekamon-Medaille"
1087,"","Omnimon Medal","奧米加獸獎牌","","오메가몬 메달","Omnimon-Medaille"
1088,"","Omnimon Zwart Medal","黑奧米加獸獎牌","","오메가몬 즈왈트 메달","Omnimon-Zwart-Med."
1089,"","Omnimon X Medal","奧米加獸X抗體獎牌","","오메가몬X 메달","Omnimon-X-Medaille"
1090,"","Guardromon Medal","守衛獸獎牌","","가드로몬 메달","Guardromon-Medaille"
1091,"","Garbagemon Medal","垃圾桶獸獎牌","","가비지몬 메달","Garbagemon-Medaille"
1092,"","Gaiomon Medal","凱王獸獎牌","","가이오몬 메달","Gaiomon-Medaille"
1093,"","Justimon Medal","凱撒獅子獸獎牌","","카이저레오몬 메달","Justimon-Medaille"
1094,"","KaiserGreymon Medal","凱撒暴龍獸獎牌","","카이젤그레이몬 메달","KaiserGreymon-Med."
1095,"","GaoGamon Medal","迦奧迦獸獎牌","","가오가몬 메달","GaoGamon-Medaille"
1096,"","ChaosGallantmon Medal","混沌紅蓮騎士獸獎牌","","카오스듀크몬 메달","ChaosGallantmon-Med."
1097,"","Chaosdramon Medal","混沌龍獸獎牌","","카오스드라몬 메달","Chaosdramon-Medaille"
1098,"","Chaosmon Medal","混沌獸獎牌","","카오스몬 메달","Chaosmon-Medaille"
1099,"","Gaomon Medal","迦奧獸獎牌","","가오몬 메달","Gaomon-Medaille"
1100,"","Gazimon Medal","加支獸獎牌","","가지몬 메달","Gazimon-Medaille"
1101,"","Kabuterimon Medal","比多獸獎牌","","캅테리몬 메달","Kabuterimon-Medaille"
1102,"","Gabumon Medal","加布獸獎牌","","파피몬 메달","Gabumon-Medaille"
1103,"","Kapurimon Medal","加利獸獎牌","","카프리몬 메달","Kapurimon-Medaille"
1104,"","Kamemon Medal","烏龜獸獎牌","","거북몬 메달","Kamemon-Medaille"
1105,"","ShellNumemon Medal","貝殼鼻涕獸獎牌","","달팽이워매몬 메달","ShellNumemon-Med."
1106,"","Karatenmon Medal","烏鴉天狗獸獎牌","","크로우몬 메달","Karatenmon-Medaille"
1107,"","Gargomon Medal","加魯哥獸獎牌","","가르고몬 메달","Gargomon-Medaille"
1108,"","Garudamon Medal","伽樓達獸獎牌","","가루다몬 메달","Garudamon-Medaille"
1109,"","Calmaramon Medal","卡瑪拉獸獎牌","","카르마라몬 메달","Calmaramon-Medaille"
1110,"","KendoGarurumon Medal","銀狼獸獎牌","","가름몬 메달","KendoGarurumon-Med."
1111,"","Garurumon Medal","加魯魯獸獎牌","","가루몬 메달","Garurumon-Medaille"
1112,"","Gawappamon Medal","河童獸獎牌","","가와파몬 메달","Gawappamon-Medaille"
1113,"","Gankoomon Medal","頑固獸獎牌","","간쿠몬 메달","Gankoomon-Medaille"
1114,"","Kiwimon Medal","奇鳥獸獎牌","","키위몬 메달","Kiwimon-Medaille"
1115,"","Gigasmon Medal","巨岩獸獎牌","","기가스몬 메달","Gigasmon-Medaille"
1116,"","Gigadramon Medal","千兆龍獸獎牌","","기가드라몬 메달","Gigadramon-Medaille"
1117,"","Gigimon Medal","基基獸獎牌","","기기몬 메달","Gigimon-Medaille"
1118,"","Gizamon Medal","基剎獸獎牌","","기자몬 메달","Gizamon-Medaille"
1119,"","Kimeramon Medal","基米拉獸獎牌","","키메라몬 메달","Kimeramon-Medaille"
1120,"","CatchMamemon Medal","捕捉豆豆獸獎牌","","캐치콩알몬 메달","CatchMamemon-Med."
1121,"","CannonBeemon Medal","炮蜂獸獎牌","","캐논벌몬 메달","CannonBeemon-Med."
1122,"","Candlemon Medal","蠟燭獸獎牌","","캔들몬 메달","Candlemon-Medaille"
1123,"","Kyubimon Medal","九尾狐獸獎牌","","구미호몬 메달","Kyubimon-Medaille"
1124,"","Guilmon Medal","基爾獸獎牌","","길몬 메달","Guilmon-Medaille"
1125,"","Giromon Medal","砲彈獸獎牌","","폭탄몬 메달","Giromon-Medaille"
1126,"","KingEtemon Medal","大王悟空獸獎牌","","킹에테몬 메달","KingEtemon-Medaille"
1127,"","Quetzalmon Medal","哥多路獸獎牌","","백사몬 메달","Quetzalmon-Medaille"
1128,"","Kuzuhamon Medal","葛葉獸獎牌","","쿠즈하몬 메달","Kuzuhamon-Medaille"
1129,"","Kudamon Medal","管狐獸獎牌","","쿠다몬 메달","Kudamon-Medaille"
1130,"","Kunemon Medal","古尼獸獎牌","","쿠네몬 메달","Kunemon-Medaille"
1131,"","Gummymon Medal","軟糖獸獎牌","","구미몬 메달","Gummymon-Medaille"
1132,"","Growlmon Medal","古拉獸獎牌","","그라우몬 메달","Growlmon-Medaille"
1133,"","Grapleomon Medal","格鬥獅子獸獎牌","","아이언레오몬 메달","GrapLeomon-Medaille"
1134,"","Gladimon Medal","劍鬥士獸獎牌","","그라디몬 메달","Gladimon-Medaille"
1135,"","Kuramon Medal","水母獸獎牌","","쿠라몬 메달","Kuramon-Medaille"
1136,"","GranKuwagamon Medal","究極古加獸獎牌","","그랜쿠가몬 메달","GranKuwagamon-Med."
1137,"","GranDracmon Medal","大德古獸獎牌","","그랜드라크몬 메달","GranDracmon-Medaille"
1138,"","GroundLocomon Medal","超級火車獸獎牌","","그랜드로코몬 메달","GrandLocomon-Med."
1139,"","Kurisarimon Medal","魔蛹獸獎牌","","크리사리몬 메달","Kurisarimon-Medaille"
1140,"","Gryphonmon Medal","獅鳩獸獎牌","","그리폰몬 메달","Gryphonmon-Medaille"
1141,"","Calumon Medal","古樂獸獎牌","","동글몬 메달","Calumon-Medaille"
1142,"","Grademon Medal","黃金劍士獸獎牌","","그레이드몬 메달","Grademon-Medaille"
1143,"","Greymon Medal","暴龍獸獎牌","","그레이몬 메달","Greymon-Medaille"
1144,"","Greymon (Blue) Medal","暴龍獸(藍)獎牌","","그레이몬(청) 메달","Greymon (Blau)-Med."
1145,"","Crescemon Medal","新月獸獎牌","","크레세몬 메달","Crescemon-Medaille"
1146,"","Craniamon Medal","顱骨獸獎牌","","크레니엄몬 메달","Craniamon-Medaille"
1147,"","Eaglemon Medal","十字獸獎牌","","크로스몬 메달","Eaglemon-Medaille"
1148,"","Clockmon Medal","時鐘獸獎牌","","타임몬 메달","Clockmon-Medaille"
1149,"","Magnamon Medal","古洛頓獸獎牌","","그로트몬 메달","Magnamon-Medaille"
1150,"","Kuwagamon Medal","古加獸獎牌","","쿠가몬 메달","Kuwagamon-Medaille"
1151,"","Kumbhiramon Medal","飛鼠獸獎牌","","굼비라몬 메달","Kumbhiramon-Medaille"
1152,"","Gekomon Medal","怪蛙獸獎牌","","개굴몬 메달","Gekomon-Medaille"
1153,"","Gesomon Medal","墨魚獸獎牌","","연체몬 메달","Gesomon-Medaille"
1154,"","Keramon Medal","哈哈獸獎牌","","케라몬 메달","Keramon-Medaille"
1155,"","Kerpymon (Blk) Medal","基路比獸(惡)獎牌","","켈비몬(악) 메달","Kerpymon (Schw.)-Med."
1156,"","Kerpymon (Good) Medal","基路比獸(善)獎牌","","켈비몬(선) 메달","Kerpymon (Gut)-Medaille"
1157,"","Ceresmon Medal","刻瑞斯獸獎牌","","케레스몬 메달","Ceresmon-Medaille"
1158,"","Centarumon Medal","人馬獸獎牌","","켄터스몬 메달","Centarumon-Medaille"
1159,"","GoldNumemon Medal","黃金鼻涕獸獎牌","","골드워매몬 메달","GoldNumemon-Medaille"
1160,"","G Veedramon Medal","黃金V龍獸獎牌","","G브이드라몬 메달","GoldVeedramon-Med."
